,I_c,I_w,A,g,tryb_awaryjny
2025-02,361.6783682935691,835.167266073459,549.6016139401792,1.0038574601832462,False
2025-03,362.4299068009158,838.2361598110452,551.1822323673674,1.0028759348355194,False
2025-04,363.88,845.184,554.568,1.00614,False
2025-05,363.152,851.16,555.968,1.00253,False
2025-06,363.515,857.178,558.209,1.00403,False
2025-07,364.606,863.239,561.019,1.00503,False
2025-08,364.606,867.304,562.338,1.00235,False
2025-09,364.606,871.389,563.661,1.00235,False
2025-10,364.97,875.493,565.269,1.00285,False
2025-11,365.335,879.616,566.881,1.00285,False
2025-12,365.335,883.758,568.215,1.00235,False
2026-01,367.892,887.92,571.541,1.00585,False
2026-02,368.996,892.102,573.744,1.00385,False
2026-03,373.055,896.303,578.248,1.00785,False
2026-04,375.293,900.524,581.344,1.00535,False
2026-05,374.167,904.765,581.836,1.00085,False
